first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value,,,
Shawna,Hinrichsen,Female,60,1969-08-27,53,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,Australia,2,0.84,1.05,1.05,1.05,96,163,1.18203125,,,
Ermentrude,Heindle,Female,47,1969-08-02,53,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,0.7,0.7,0.875,0.74375,124,191,1.15,,,
Roman,Eastwood,Male,57,1969-09-21,53,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,0.66,0.825,0.825,0.825,168,241,1.0875,,,
Evonne,Bembridge,Female,9,1969-07-06,53,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,0.79,0.9875,1.234375,1.04921875,189,259,1.0625,,,
Gerri,Schimann,Female,81,1969-11-17,53,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,0.96,1.2,1.5,1.275,190,259,1.0625,,,
Nicole,Ruckhard,Female,93,1969-10-09,53,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,0.55,0.6875,0.859375,0.859375,280,341,0.99,,,
Etan,Prinett,Male,97,1970-01-21,53,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,0.45,0.5625,0.703125,0.59765625,378,420,0.91375,,,
Georgi,,Male,29,1970-01-14,53,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,0.65,0.65,0.65,0.65,461,485,0.8755,,,
Agna,Cowpe,Female,88,1969-03-05,53,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,0.68,0.85,1.0625,0.903125,#REF!,612,0.75703125,,,
Calida,Schaben,Female,54,1969-03-06,53,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,0.79,0.9875,1.234375,1.04921875,#REF!,725,0.669375,,,
Darb,,Male,80,1969-06-04,53,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,0.71,0.71,0.71,0.71,#REF!,755,0.64,,,
Frans,Idale,Male,1,1969-10-03,53,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,0.82,0.82,0.82,0.697,#REF!,795,0.6035,,,
Maximilien,Bourget,Male,12,1969-04-29,53,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,1.08,1.35,1.35,1.1475,#REF!,956,0.44625,,,
Teddie,Burchill,Male,11,1968-12-21,54,Programmer I,Manufacturing,Mass Customer,N,Yes,13,321 Raven Plaza,2161,NSW,Australia,9,0.67,0.8375,1.046875,0.88984375,8,21,1.515625,,,
Farlie,Petford,Male,76,1968-03-25,54,Recruiting Manager,n/a,High Net Worth,N,No,13,2330 Butternut Trail,2017,NSW,Australia,10,0.58,0.58,0.725,0.725,16,36,1.44765625,,,
Franciska,Stigell,Female,95,1968-11-15,54,Food Chemist,Health,Mass Customer,N,Yes,7,6 Anderson Junction,3802,VIC,Australia,7,0.44,0.55,0.6875,0.584375,55,111,1.28125,,,
Archibald,Blessed,Male,61,1969-02-10,54,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,0.54,0.675,0.84375,0.7171875,86,153,1.21875,,,
Cirillo,Frossell,Male,7,1968-10-14,54,Graphic Designer,n/a,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,0.42,0.42,0.525,0.44625,205,278,1.05,,,
Guss,Karim,Male,95,1968-11-24,54,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,0.45,0.45,0.5625,0.478125,243,312,1.02,,,
Celestina,Lethardy,Female,38,1968-12-11,54,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,0.76,0.95,1.1875,1.009375,275,341,0.99,,,
Guenna,Filisov,Female,52,1969-02-09,54,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,1.03,1.03,1.2875,1.2875,378,427,0.9125,,,
Karol,Salthouse,Female,53,1968-07-29,54,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,0.9,1.125,1.125,0.95625,#REF!,568,0.8,,,
Delcina,Hursey,Female,22,1968-12-26,54,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,0.87,1.0875,1.0875,0.924375,#REF!,620,0.75,,,
Nobe,Trowsdale,Male,12,1968-07-12,54,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,0.69,0.69,0.69,0.5865,#REF!,658,0.7125,,,
Meade,McReedy,Female,94,1968-11-23,54,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,1.01,1.2625,1.578125,1.578125,#REF!,810,0.5875,,,
Penrod,Tomasicchio,Male,5,1968-05-28,54,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,1.07,1.07,1.3375,1.3375,#REF!,899,0.51,,,
Don,Spratling,Male,82,1969-01-05,54,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,1.04,1.3,1.625,1.625,#REF!,963,0.44,,,
Amby,Bodega,Male,63,1968-06-12,54,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,0.85,1.0625,1.0625,1.0625,#REF!,974,0.425,,,
Loise,Iltchev,Female,70,1967-03-18,55,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,17,45 Becker Place,4504,QLD,Australia,6,0.71,0.8875,0.8875,0.8875,27,62,1.36796875,,,
Yancy,Clementet,Male,5,1968-02-16,55,Mechanical Systems Engineer,n/a,High Net Worth,N,No,15,9 Union Center,2147,NSW,Australia,9,0.59,0.59,0.7375,0.7375,30,72,1.35,,,
Shepperd,Ricards,Male,28,1967-09-27,55,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4,0.42,0.525,0.525,0.44625,68,133,1.2375,,,
Daisy,Spowart,Female,60,1967-12-18,55,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,Australia,3,0.93,1.1625,1.1625,1.1625,74,146,1.225,,,
Tannie,Gambrell,Male,92,1967-05-25,55,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,0.51,0.51,0.6375,0.6375,128,206,1.1375,,,
Mick,Macewan,Male,32,1967-12-12,55,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,0.49,0.49,0.6125,0.520625,128,206,1.1375,,,
Katharine,Redbourn,Female,8,1967-09-11,55,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,0.45,0.5625,0.703125,0.703125,164,244,1.08375,,,
Torry,de la Valette Parisot,Male,95,1967-03-14,55,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,0.59,0.7375,0.921875,0.78359375,432,471,0.8875,,,
Padriac,Collacombe,Male,67,1967-04-07,55,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,0.63,0.63,0.7875,0.7875,#REF!,563,0.8075,,,
Nady,Withinshaw,Female,96,1968-02-17,55,Database Administrator III,n/a,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,0.87,0.87,1.0875,1.0875,#REF!,641,0.734375,,,
Leonora,Swetenham,Female,66,1967-10-05,55,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,1.05,1.3125,1.640625,1.39453125,#REF!,832,0.575,,,
Donica,Humby,Female,47,1967-06-01,55,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,0.96,0.96,1.2,1.02,#REF!,871,0.541875,,,
Mavra,Finan,Female,30,1967-08-23,55,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,0.6,0.75,0.9375,0.9375,#REF!,967,0.435625,,,
Esme,Pilipets,Male,15,1967-05-06,55,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,0.92,1.15,1.4375,1.221875,#REF!,977,0.42,,,
Claudine,Barstowk,Female,71,1966-07-20,56,Nurse,Property,High Net Worth,N,Yes,5,1859 Forest Circle,4000,QLD,Australia,11,1.01,1.2625,1.578125,1.578125,8,26,1.46875,,,
Corinna,Suggey,Female,52,1966-09-18,56,Design Engineer,n/a,Affluent Customer,N,No,9,938 Ilene Road,2761,NSW,Australia,8,0.59,0.59,0.59,0.59,19,44,1.42109375,,,
Whittaker,,Male,64,1966-07-29,56,Media Manager III,n/a,Mass Customer,N,Yes,8,683 Florence Way,3156,VIC,Australia,5,1.01,1.2625,1.2625,1.073125,25,57,1.375,,,
My,Chaston,Male,92,1966-07-16,56,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,Australia,9,0.4,0.5,0.625,0.625,67,133,1.2375,,,
Shadow,Yakutin,Male,85,1967-02-03,56,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,0.59,0.7375,0.921875,0.921875,168,252,1.073125,,,
Dahlia,Shovlar,Female,90,1966-03-07,56,Environmental Specialist,n/a,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,0.65,0.8125,1.015625,1.015625,194,274,1.051875,,,
Konstanze,Hovie,Female,88,1967-01-09,56,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,0.65,0.65,0.8125,0.690625,205,285,1.04125,,,
Otha,Langworthy,Female,91,1967-01-20,56,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,0.92,1.15,1.4375,1.221875,339,401,0.935,,,
Bunny,Leebetter,Female,83,1966-04-30,56,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,0.98,1.225,1.53125,1.53125,393,444,0.9,,,
Kelsey,Hatt,Female,69,1966-06-27,56,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,0.53,0.53,0.53,0.53,445,486,0.875,,,
Lucien,,Male,83,1966-09-14,56,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,0.6,0.75,0.9375,0.9375,445,486,0.875,,,
Cliff,Philipsson,Male,82,1967-02-02,56,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,0.7,0.7,0.875,0.74375,462,500,0.86,,,
Rozamond,Sommer,Female,27,1966-09-19,56,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,0.95,1.1875,1.484375,1.484375,#REF!,604,0.765,,,
Madison,Lars,Male,11,1967-01-19,56,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,0.78,0.78,0.975,0.82875,#REF!,620,0.75,,,
Pierrette,Gummie,Female,18,1966-08-04,56,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,0.57,0.57,0.57,0.57,#REF!,637,0.7375,,,
Wylie,Huntingdon,Male,99,1966-08-11,56,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,0.47,0.47,0.5875,0.499375,#REF!,676,0.70125,,,
Beatrix,McGivena,Female,26,1966-10-18,56,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,0.51,0.6375,0.796875,0.67734375,#REF!,715,0.67734375,,,
Fancie,Woofendell,Female,68,1966-09-17,56,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,0.68,0.85,0.85,0.7225,#REF!,733,0.6625,,,
Amara,Clow,Female,47,1966-11-17,56,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,0.72,0.9,1.125,0.95625,#REF!,797,0.6,,,
Brod,Attrey,Male,46,1966-11-05,56,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,0.88,1.1,1.1,0.935,#REF!,820,0.584375,,,
Muffin,Bhar,Male,44,1966-04-07,56,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,0.74,0.74,0.74,0.74,#REF!,879,0.5375,,,
Conway,Juarez,Male,27,1967-03-02,56,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,0.57,0.57,0.57,0.57,#REF!,904,0.5,,,
Blondell,Dibdall,Female,62,1967-01-03,56,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,0.52,0.52,0.52,0.442,#REF!,960,0.442,,,
Melinda,Hadlee,Female,34,1965-09-21,57,Financial Analyst,Financial Services,Affluent Customer,N,No,19,115 Montana Place,2093,NSW,Australia,9,0.5,0.5,0.625,0.625,2,4,1.703125,,,
Valerie,Pickover,Female,34,1965-09-08,57,Editor,Financial Services,Mass Customer,N,No,9,92214 Spenser Road,2756,NSW,Australia,8,0.41,0.41,0.41,0.3485,32,78,1.3375,,,
Farris,Skettles,Male,38,1965-07-03,57,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,13,49309 Redwing Lane,3240,VIC,Australia,7,0.97,1.2125,1.2125,1.030625,65,132,1.2484375,,,
Tyne,Coate,Female,82,1965-07-15,57,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,Australia,8,0.47,0.47,0.5875,0.499375,71,146,1.225,,,
Charlena,Berney,Female,55,1966-01-02,57,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,0.8,1,1,1,111,195,1.1475,,,
Gretna,Thredder,Female,62,1966-01-08,57,,n/a,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11,0.43,0.43,0.5375,0.456875,127,223,1.115625,,,
Vittorio,Boxen,Male,94,1965-08-15,57,Mechanical Systems Engineer,n/a,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9,0.54,0.54,0.675,0.57375,139,233,1.1,,,
Becka,Hacon,Female,81,1965-07-03,57,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,1.04,1.04,1.3,1.3,189,278,1.05,,,
Claudine,Dymick,Female,28,1965-12-13,57,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,0.71,0.71,0.71,0.6035,223,312,1.02,,,
Dawn,Pyffe,Female,56,1965-05-28,57,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,1.1,1.1,1.1,0.935,441,492,0.87125,,,
Donn,MacGregor,Male,80,1965-04-22,57,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,0.97,0.97,1.2125,1.2125,501,536,0.825,,,
Ferdinand,Billie,Male,97,1965-09-04,57,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,1.04,1.04,1.3,1.105,#REF!,700,0.6875,,,
Hyman,Petrolli,Male,8,1965-09-09,57,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,0.77,0.9625,0.9625,0.9625,#REF!,715,0.67734375,,,
Inglebert,Butland,Male,71,1966-01-30,57,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,0.56,0.7,0.875,0.74375,#REF!,719,0.675,,,
Glendon,Malham,Male,36,1965-08-21,57,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,1.1,1.1,1.1,0.935,#REF!,722,0.6715,,,
Frederigo,Cribbott,Male,35,1965-03-15,57,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,0.72,0.72,0.72,0.612,#REF!,754,0.646,,,
Deirdre,Sturgeon,Female,11,1965-12-22,57,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,0.5,0.625,0.78125,0.6640625,#REF!,760,0.6375,,,
Kellina,Haygreen,Female,38,1966-01-19,57,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,0.91,0.91,1.1375,1.1375,#REF!,778,0.625,,,
Noak,Sleany,Male,1,1965-05-04,57,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,1.02,1.02,1.275,1.275,#REF!,817,0.5865,,,
Philbert,Bangs,Male,67,1966-03-03,57,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,0.44,0.55,0.55,0.4675,#REF!,951,0.4505,,,
Alex,Patshull,Female,37,1966-01-02,57,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,0.9,1.125,1.125,0.95625,#REF!,974,0.425,,,
Mandie,Feares,Female,32,1964-04-19,58,Clinical Specialist,Health,Mass Customer,N,No,10,39 Kedzie Pass,4053,QLD,Australia,8,0.81,0.81,0.81,0.6885,3,14,1.59375,,,
Conroy,Rappaport,Male,39,1965-01-08,58,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9,0.99,0.99,1.2375,1.2375,95,181,1.158125,,,
Wyn,Saynor,Male,54,1964-06-22,58,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,0.71,0.71,0.8875,0.8875,128,226,1.1125,,,
Geoff,Sitford,Male,97,1965-02-27,58,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,0.88,1.1,1.375,1.16875,205,297,1.030625,,,
Diego,Van den Broek,Male,17,1964-09-28,58,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,0.85,1.0625,1.0625,1.0625,252,345,0.988125,,,
Murial,Bulloch,Female,59,1964-10-01,58,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,0.94,0.94,0.94,0.799,260,349,0.9875,,,
Erasmus,Olenchenko,Male,56,1965-02-03,58,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,0.57,0.7125,0.7125,0.605625,398,464,0.890625,,,
Zabrina,Margram,Female,87,1964-05-15,58,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,0.45,0.5625,0.703125,0.703125,461,515,0.839375,,,
Corene,Hallgate,Female,26,1964-11-06,58,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,0.87,1.0875,1.359375,1.15546875,478,526,0.833,,,
Virginia,De Antoni,Female,17,1964-03-14,58,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,0.42,0.525,0.65625,0.65625,533,563,0.8075,,,
Charmain,Styles,Female,49,1965-02-25,58,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,1.04,1.3,1.3,1.3,544,574,0.799,,,
Jamal,Dudgeon,Male,83,1965-02-09,58,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,0.51,0.51,0.6375,0.541875,573,591,0.782,,,
Pansie,Beccero,Female,35,1964-07-07,58,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,0.54,0.675,0.675,0.675,#REF!,782,0.6205,,,
Sloan,Pudney,Male,83,1964-11-10,58,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,0.51,0.51,0.6375,0.6375,#REF!,804,0.595,,,
Clarine,Piecha,Female,99,1964-12-07,58,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,1.09,1.09,1.3625,1.3625,#REF!,865,0.55,,,
Raleigh,Pont,Male,48,1964-11-02,58,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,0.89,0.89,0.89,0.7565,#REF!,883,0.53125,,,
Andriana,Gosnoll,Female,53,1964-05-19,58,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,0.98,0.98,1.225,1.04125,#REF!,899,0.51,,,
Reinold,Natt,Male,16,1964-08-23,58,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,0.59,0.7375,0.7375,0.7375,#REF!,937,0.47,,,
Jamie,Jiruca,Female,21,1963-06-16,59,Recruiting Manager,Argiculture,Mass Customer,N,No,18,5013 Erie Crossing,2230,NSW,Australia,9,1.05,1.05,1.3125,1.115625,40,104,1.2875,,,
Bill,,Female,74,1963-04-24,59,Human Resources Assistant II,Property,Mass Customer,N,Yes,19,6704 Pine View Lane,2170,NSW,Australia,9,0.99,1.2375,1.546875,1.31484375,78,155,1.2,,,
Abigale,Sives,Female,48,1963-12-13,59,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,0.42,0.525,0.525,0.525,125,230,1.109375,,,
Cammy,Stoneham,Female,74,1963-05-02,59,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,0.78,0.78,0.78,0.78,143,244,1.08375,,,
Shelli,Bartholomaus,Female,88,1963-05-11,59,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,1.03,1.2875,1.609375,1.36796875,197,291,1.0359375,,,
Whit,Emloch,Male,30,1963-08-20,59,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,0.43,0.5375,0.671875,0.57109375,280,372,0.966875,,,
Arty,Strudwick,Male,85,1964-01-31,59,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,0.9,1.125,1.40625,1.1953125,293,382,0.95,,,
Art,Shardlow,Male,57,1963-10-15,59,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,0.56,0.7,0.7,0.595,332,415,0.921875,,,
Gleda,Howerd,Female,59,1964-01-22,59,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,0.58,0.58,0.58,0.493,365,444,0.9,,,
Farlie,Brookz,Male,62,1963-07-31,59,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,0.91,1.1375,1.421875,1.20859375,603,615,0.7565,,,
Jenny,Massy,Female,82,1963-10-16,59,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,1.06,1.325,1.65625,1.4078125,#REF!,715,0.67734375,,,
Zebulen,Emtage,Male,52,1963-09-01,59,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,0.57,0.7125,0.7125,0.7125,#REF!,733,0.6625,,,
Renate,Whyte,Female,60,1963-12-08,59,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,0.67,0.8375,0.8375,0.8375,#REF!,828,0.58,,,
Jared,Fendlow,Male,79,1963-08-25,59,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,1.03,1.03,1.03,0.8755,#REF!,832,0.575,,,
Dru,Crellim,Female,57,1963-03-04,59,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,0.41,0.41,0.41,0.3485,#REF!,904,0.5,,,
Eugenie,Brinson,Female,79,1963-08-10,59,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,0.58,0.725,0.725,0.61625,#REF!,936,0.476,,,
Rhodie,Gaskall,Female,83,1964-02-01,59,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,0.62,0.775,0.96875,0.8234375,#REF!,956,0.44625,,,
Clarabelle,Broschek,Female,6,1963-08-25,59,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,0.41,0.41,0.41,0.3485,#REF!,967,0.435625,,,
Aurie,Rhead,Female,78,1962-07-28,60,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5,235 Mendota Court,2650,NSW,Australia,2,0.92,1.15,1.15,1.15,53,127,1.25,,,
Cami,Barnbrook,Female,8,1963-01-01,60,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,0.58,0.725,0.725,0.725,116,218,1.12625,,,
Dominick,Asher,Male,50,1962-10-06,60,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,0.8,1,1.25,1.25,168,278,1.05,,,
Gabrila,Toopin,Female,7,1963-01-14,60,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,0.76,0.76,0.76,0.646,279,378,0.95625,,,
Lissa,Gawn,Female,86,1962-09-21,60,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,0.41,0.5125,0.640625,0.54453125,620,632,0.74,,,
Irvin,Bevans,Male,82,1962-07-12,60,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,0.46,0.46,0.575,0.48875,637,644,0.73046875,,,
Sibylla,Kibble,Female,73,1962-08-05,60,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,0.89,0.89,1.1125,1.1125,#REF!,676,0.70125,,,
Riki,Wandtke,Female,25,1962-05-12,60,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,1.01,1.2625,1.2625,1.073125,#REF!,748,0.65078125,,,
Dorie,Dunleavy,Female,24,1962-05-05,60,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,0.55,0.55,0.55,0.55,#REF!,830,0.578,,,
Teodor,Mullinder,Male,56,1962-08-26,60,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,0.49,0.49,0.49,0.49,#REF!,832,0.575,,,
